id,title,description,tag,estimated_hours,created_at,due_date,days_left,priority,type,assignee
TASK0832,Update user profile UI,Add migration scripts to move old schema to new one. Ensure backups.,backend,8,2025-10-20,2025-10-29,6,Medium,bug,Dev
TASK0833,Create onboarding flow,Refactor authentication flow to use OAuth2 best practices.,ux,1,2025-09-26,2025-10-16,-7,Medium,chore,Bob
TASK0834,Add export CSV,Design and implement onboarding wizard for new users.,testing,6,2025-10-17,2025-11-01,9,Low,bug,Esha
TASK0835,Database migration,Refactor authentication flow to use OAuth2 best practices.,devops,8,2025-10-23,2025-11-10,18,Medium,chore,Bob
TASK0836,Update user profile UI,Profile page layout looks cramped on mobile devices. Improve spacing.,backend,12,2025-10-22,2025-11-03,11,Medium,bug,Alice
TASK0837,Add export CSV,Allow users to export orders in CSV and Excel format.,devops,4,2025-10-02,2025-10-05,-18,Medium,bug,Dev
TASK0838,Update user profile UI,Add unit tests for payment module to improve coverage to 80%.,research,12,2025-10-18,2025-11-07,15,Low,feature,Esha
TASK0839,Create onboarding flow,Allow users to export orders in CSV and Excel format.,devops,1,2025-10-18,2025-10-21,-2,Medium,feature,Chitra
TASK0840,Investigate crash on submit,Need to implement a search bar with fuzzy matching and filters.,ux,6,2025-10-12,2025-10-30,7,Low,bug,Dev
TASK0841,Add search feature,Add unit tests for payment module to improve coverage to 80%.,devops,8,2025-10-19,2025-11-02,10,Medium,feature,Bob
TASK0842,Fix login error,Need to implement a search bar with fuzzy matching and filters.,research,12,2025-10-04,2025-10-21,-2,High,chore,Dev
TASK0843,Add export CSV,Add unit tests for payment module to improve coverage to 80%.,testing,8,2025-09-30,2025-10-11,-12,High,bug,Esha
TASK0844,Optimize image loading,Profile page layout looks cramped on mobile devices. Improve spacing.,research,8,2025-10-04,2025-10-20,-3,High,feature,Dev
TASK0845,Update user profile UI,Allow users to export orders in CSV and Excel format.,frontend,12,2025-10-08,2025-10-18,-5,High,chore,Alice
TASK0846,Fix login error,Design and implement onboarding wizard for new users.,data,1,2025-10-20,2025-10-27,4,Low,feature,Dev
TASK0847,Fix login error,Speed up image loading using lazy loading and compression.,devops,8,2025-10-10,2025-10-17,-6,High,bug,Bob
TASK0848,Write unit tests,Add unit tests for payment module to improve coverage to 80%.,ux,1,2025-10-01,2025-10-11,-12,Medium,bug,Esha
TASK0849,Fix login error,Need to implement a search bar with fuzzy matching and filters.,data,4,2025-10-13,2025-10-24,1,Medium,feature,Esha
TASK0850,Fix login error,Profile page layout looks cramped on mobile devices. Improve spacing.,frontend,4,2025-10-04,2025-10-15,-8,Medium,chore,Dev
TASK0851,Create onboarding flow,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",data,2,2025-09-24,2025-10-10,-13,Medium,bug,Dev
TASK0852,Refactor auth module,Speed up image loading using lazy loading and compression.,testing,6,2025-09-25,2025-09-27,-26,Medium,chore,Chitra
TASK0853,Optimize image loading,Refactor authentication flow to use OAuth2 best practices.,research,1,2025-10-05,2025-10-12,-11,Medium,feature,Chitra
TASK0854,Optimize image loading,Need to implement a search bar with fuzzy matching and filters.,frontend,4,2025-09-28,2025-09-29,-24,Medium,bug,Dev
TASK0855,Refactor auth module,Profile page layout looks cramped on mobile devices. Improve spacing.,research,8,2025-10-03,2025-10-16,-7,High,bug,Alice
TASK0856,Write unit tests,Speed up image loading using lazy loading and compression.,data,1,2025-09-26,2025-10-05,-18,Medium,feature,Dev
TASK0857,Database migration,Speed up image loading using lazy loading and compression.,testing,4,2025-09-25,2025-10-02,-21,Medium,feature,Bob
TASK0858,Optimize image loading,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,2,2025-10-20,2025-10-23,0,Medium,feature,Alice
TASK0859,Create onboarding flow,Refactor authentication flow to use OAuth2 best practices.,frontend,2,2025-09-28,2025-10-09,-14,Medium,chore,Esha
TASK0860,Optimize image loading,Profile page layout looks cramped on mobile devices. Improve spacing.,ux,1,2025-10-14,2025-10-31,8,Low,feature,Bob
TASK0861,Fix login error,Design and implement onboarding wizard for new users.,testing,12,2025-10-17,2025-11-03,11,Low,bug,Chitra
TASK0862,Fix login error,Allow users to export orders in CSV and Excel format.,ux,1,2025-09-24,2025-10-05,-18,Medium,feature,Alice
TASK0863,Refactor auth module,Add unit tests for payment module to improve coverage to 80%.,backend,8,2025-10-20,2025-10-30,7,Medium,feature,Bob
TASK0864,Database migration,Add migration scripts to move old schema to new one. Ensure backups.,devops,4,2025-10-13,2025-10-31,8,Low,bug,Dev
TASK0865,Add search feature,Add unit tests for payment module to improve coverage to 80%.,frontend,2,2025-10-02,2025-10-11,-12,Medium,bug,Esha
TASK0866,Refactor auth module,Need to implement a search bar with fuzzy matching and filters.,frontend,8,2025-10-06,2025-10-18,-5,High,feature,Chitra
TASK0867,Write unit tests,Allow users to export orders in CSV and Excel format.,frontend,2,2025-10-19,2025-10-22,-1,Medium,bug,Chitra
TASK0868,Create onboarding flow,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",frontend,1,2025-10-06,2025-10-22,-1,Medium,chore,Alice
TASK0869,Investigate crash on submit,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",backend,6,2025-10-20,2025-11-02,10,Low,bug,Esha
TASK0870,Add export CSV,Design and implement onboarding wizard for new users.,research,4,2025-09-25,2025-10-05,-18,Medium,bug,Bob
TASK0871,Refactor auth module,Need to implement a search bar with fuzzy matching and filters.,ux,6,2025-10-01,2025-10-20,-3,Medium,bug,Dev
TASK0872,Create onboarding flow,Add unit tests for payment module to improve coverage to 80%.,data,12,2025-10-20,2025-11-04,12,Low,feature,Bob
TASK0873,Add export CSV,Add unit tests for payment module to improve coverage to 80%.,devops,6,2025-10-19,2025-10-25,2,Medium,feature,Chitra
TASK0874,Optimize image loading,Design and implement onboarding wizard for new users.,testing,1,2025-09-28,2025-10-01,-22,Medium,feature,Chitra
TASK0875,Create onboarding flow,Profile page layout looks cramped on mobile devices. Improve spacing.,devops,4,2025-10-08,2025-10-28,5,Medium,feature,Esha
TASK0876,Investigate crash on submit,Need to implement a search bar with fuzzy matching and filters.,devops,8,2025-10-20,2025-10-23,0,High,feature,Esha
TASK0877,Investigate crash on submit,Allow users to export orders in CSV and Excel format.,testing,2,2025-10-09,2025-10-29,6,Low,bug,Bob
TASK0878,Investigate crash on submit,Need to implement a search bar with fuzzy matching and filters.,devops,2,2025-10-08,2025-10-27,4,Medium,feature,Dev
TASK0879,Optimize image loading,Refactor authentication flow to use OAuth2 best practices.,data,2,2025-10-05,2025-10-11,-12,Medium,feature,Alice
TASK0880,Add export CSV,Design and implement onboarding wizard for new users.,backend,8,2025-09-30,2025-10-20,-3,High,feature,Esha
TASK0881,Create onboarding flow,Profile page layout looks cramped on mobile devices. Improve spacing.,devops,6,2025-10-20,2025-10-23,0,Medium,feature,Esha
TASK0882,Investigate crash on submit,Speed up image loading using lazy loading and compression.,testing,12,2025-09-29,2025-10-01,-22,High,bug,Bob
TASK0883,Add export CSV,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,2,2025-09-25,2025-09-30,-23,Medium,feature,Chitra
TASK0884,Add export CSV,Allow users to export orders in CSV and Excel format.,testing,2,2025-10-11,2025-10-18,-5,Medium,feature,Chitra
TASK0885,Add export CSV,Add unit tests for payment module to improve coverage to 80%.,testing,12,2025-10-14,2025-10-26,3,Medium,chore,Esha
TASK0886,Add export CSV,Refactor authentication flow to use OAuth2 best practices.,testing,2,2025-10-23,2025-11-02,10,Low,bug,Esha
TASK0887,Fix login error,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",data,8,2025-09-23,2025-10-05,-18,High,bug,Chitra
TASK0888,Fix login error,Add migration scripts to move old schema to new one. Ensure backups.,testing,12,2025-09-26,2025-10-15,-8,High,feature,Chitra
TASK0889,Investigate crash on submit,App crashes intermittently when submitting large form payloads.,testing,6,2025-10-01,2025-10-19,-4,Medium,bug,Bob
TASK0890,Update user profile UI,Add migration scripts to move old schema to new one. Ensure backups.,research,6,2025-10-08,2025-10-20,-3,Medium,chore,Bob
TASK0891,Update user profile UI,Profile page layout looks cramped on mobile devices. Improve spacing.,backend,1,2025-10-14,2025-10-15,-8,Medium,bug,Dev
TASK0892,Investigate crash on submit,Profile page layout looks cramped on mobile devices. Improve spacing.,backend,2,2025-10-02,2025-10-16,-7,Medium,chore,Esha
TASK0893,Investigate crash on submit,Allow users to export orders in CSV and Excel format.,frontend,6,2025-09-24,2025-10-11,-12,Medium,feature,Dev
TASK0894,Optimize image loading,Add migration scripts to move old schema to new one. Ensure backups.,frontend,6,2025-10-11,2025-10-31,8,Low,bug,Dev
TASK0895,Database migration,Refactor authentication flow to use OAuth2 best practices.,devops,6,2025-09-26,2025-10-14,-9,Medium,feature,Alice
TASK0896,Add export CSV,Design and implement onboarding wizard for new users.,data,4,2025-10-22,2025-10-26,3,Low,feature,Alice
TASK0897,Refactor auth module,Add unit tests for payment module to improve coverage to 80%.,testing,8,2025-10-19,2025-10-22,-1,High,feature,Esha
TASK0898,Database migration,Design and implement onboarding wizard for new users.,data,12,2025-10-21,2025-10-24,1,High,feature,Esha
TASK0899,Add export CSV,Add unit tests for payment module to improve coverage to 80%.,research,1,2025-09-28,2025-10-09,-14,Medium,feature,Alice
TASK0900,Create onboarding flow,Refactor authentication flow to use OAuth2 best practices.,testing,8,2025-10-08,2025-10-19,-4,High,feature,Chitra
TASK0901,Update user profile UI,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",data,8,2025-10-14,2025-10-24,1,High,feature,Esha
TASK0902,Fix login error,Design and implement onboarding wizard for new users.,research,2,2025-10-15,2025-11-03,11,Low,bug,Chitra
TASK0903,Add export CSV,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",devops,6,2025-09-28,2025-10-01,-22,Medium,bug,Alice
TASK0904,Write unit tests,Add unit tests for payment module to improve coverage to 80%.,frontend,8,2025-09-26,2025-10-05,-18,High,bug,Chitra
TASK0905,Add search feature,Allow users to export orders in CSV and Excel format.,frontend,8,2025-10-23,2025-10-28,5,Medium,feature,Chitra
TASK0906,Update user profile UI,Add unit tests for payment module to improve coverage to 80%.,ux,12,2025-09-28,2025-10-06,-17,High,feature,Esha
TASK0907,Fix login error,Speed up image loading using lazy loading and compression.,backend,2,2025-09-26,2025-10-16,-7,Medium,chore,Bob
TASK0908,Create onboarding flow,App crashes intermittently when submitting large form payloads.,ux,6,2025-09-27,2025-10-05,-18,Medium,feature,Bob
TASK0909,Add export CSV,Speed up image loading using lazy loading and compression.,backend,12,2025-10-17,2025-10-26,3,High,feature,Alice
TASK0910,Update user profile UI,Design and implement onboarding wizard for new users.,testing,6,2025-10-22,2025-11-01,9,Low,feature,Esha
TASK0911,Investigate crash on submit,App crashes intermittently when submitting large form payloads.,testing,4,2025-10-16,2025-10-21,-2,Medium,feature,Dev
TASK0912,Write unit tests,Design and implement onboarding wizard for new users.,testing,12,2025-10-23,2025-11-03,11,Low,chore,Alice
TASK0913,Refactor auth module,Speed up image loading using lazy loading and compression.,ux,6,2025-10-20,2025-11-09,17,Low,chore,Chitra
TASK0914,Write unit tests,Add unit tests for payment module to improve coverage to 80%.,ux,1,2025-10-13,2025-10-22,-1,Medium,feature,Dev
TASK0915,Database migration,Allow users to export orders in CSV and Excel format.,ux,2,2025-10-09,2025-10-26,3,Low,bug,Bob
TASK0916,Refactor auth module,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",data,1,2025-10-13,2025-10-16,-7,Medium,bug,Alice
TASK0917,Add search feature,Design and implement onboarding wizard for new users.,devops,2,2025-10-07,2025-10-17,-6,Medium,bug,Alice
TASK0918,Add export CSV,Need to implement a search bar with fuzzy matching and filters.,backend,8,2025-10-23,2025-10-30,7,Medium,chore,Alice
TASK0919,Add search feature,Need to implement a search bar with fuzzy matching and filters.,ux,8,2025-10-01,2025-10-06,-17,High,feature,Esha
TASK0920,Update user profile UI,Need to implement a search bar with fuzzy matching and filters.,data,2,2025-09-28,2025-10-07,-16,Medium,bug,Alice
TASK0921,Create onboarding flow,Add unit tests for payment module to improve coverage to 80%.,ux,6,2025-10-03,2025-10-14,-9,Medium,bug,Alice
TASK0922,Fix login error,App crashes intermittently when submitting large form payloads.,testing,4,2025-10-15,2025-10-17,-6,Medium,bug,Chitra
TASK0923,Create onboarding flow,Need to implement a search bar with fuzzy matching and filters.,testing,2,2025-10-18,2025-11-07,15,Low,feature,Dev
TASK0924,Update user profile UI,Refactor authentication flow to use OAuth2 best practices.,ux,6,2025-10-20,2025-10-27,4,Low,feature,Alice
TASK0925,Create onboarding flow,Add unit tests for payment module to improve coverage to 80%.,backend,1,2025-09-24,2025-09-27,-26,Medium,bug,Chitra
TASK0926,Create onboarding flow,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",testing,2,2025-09-29,2025-09-30,-23,Medium,chore,Dev
TASK0927,Update user profile UI,Speed up image loading using lazy loading and compression.,testing,8,2025-10-15,2025-10-16,-7,High,feature,Dev
TASK0928,Investigate crash on submit,App crashes intermittently when submitting large form payloads.,ux,12,2025-10-08,2025-10-11,-12,High,feature,Alice
TASK0929,Create onboarding flow,Need to implement a search bar with fuzzy matching and filters.,research,8,2025-10-11,2025-10-23,0,High,bug,Chitra
TASK0930,Fix login error,Need to implement a search bar with fuzzy matching and filters.,devops,8,2025-10-11,2025-10-22,-1,High,bug,Dev
TASK0931,Write unit tests,Add migration scripts to move old schema to new one. Ensure backups.,frontend,8,2025-09-29,2025-10-01,-22,High,chore,Bob
TASK0932,Investigate crash on submit,Need to implement a search bar with fuzzy matching and filters.,data,12,2025-10-14,2025-10-26,3,Medium,feature,Dev
TASK0933,Database migration,Profile page layout looks cramped on mobile devices. Improve spacing.,backend,2,2025-09-30,2025-10-01,-22,Medium,feature,Esha
TASK0934,Create onboarding flow,App crashes intermittently when submitting large form payloads.,backend,8,2025-10-16,2025-10-26,3,High,feature,Dev
TASK0935,Fix login error,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",devops,1,2025-09-23,2025-10-04,-19,Medium,feature,Alice
TASK0936,Add search feature,Add migration scripts to move old schema to new one. Ensure backups.,ux,12,2025-10-11,2025-10-28,4,Medium,feature,Esha
TASK0937,Add export CSV,Add migration scripts to move old schema to new one. Ensure backups.,backend,1,2025-10-19,2025-10-24,1,Medium,feature,Alice
TASK0938,Add export CSV,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",frontend,12,2025-10-08,2025-10-13,-10,High,bug,Alice
TASK0939,Write unit tests,Need to implement a search bar with fuzzy matching and filters.,testing,8,2025-09-25,2025-10-01,-22,High,chore,Alice
TASK0940,Add search feature,Need to implement a search bar with fuzzy matching and filters.,testing,8,2025-09-27,2025-10-17,-6,High,bug,Bob
TASK0941,Optimize image loading,App crashes intermittently when submitting large form payloads.,devops,1,2025-10-10,2025-10-29,6,Low,feature,Chitra
TASK0942,Database migration,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",research,2,2025-09-27,2025-10-08,-15,Medium,bug,Chitra
TASK0943,Investigate crash on submit,Profile page layout looks cramped on mobile devices. Improve spacing.,data,4,2025-10-19,2025-11-06,14,Low,bug,Bob
TASK0944,Add export CSV,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",frontend,1,2025-09-24,2025-10-14,-9,Medium,feature,Bob
TASK0945,Create onboarding flow,Need to implement a search bar with fuzzy matching and filters.,backend,1,2025-10-23,2025-10-29,6,Low,chore,Esha
TASK0946,Write unit tests,App crashes intermittently when submitting large form payloads.,data,6,2025-09-25,2025-09-30,-23,Medium,bug,Chitra
TASK0947,Create onboarding flow,App crashes intermittently when submitting large form payloads.,frontend,2,2025-10-07,2025-10-27,4,Low,feature,Esha
TASK0948,Create onboarding flow,Allow users to export orders in CSV and Excel format.,backend,12,2025-10-18,2025-10-28,5,High,bug,Alice
TASK0949,Database migration,Add migration scripts to move old schema to new one. Ensure backups.,backend,8,2025-10-06,2025-10-10,-13,High,feature,Esha
TASK0950,Database migration,Design and implement onboarding wizard for new users.,ux,12,2025-10-07,2025-10-14,-9,High,bug,Bob
TASK0951,Update user profile UI,Design and implement onboarding wizard for new users.,testing,2,2025-10-20,2025-10-26,3,Low,feature,Alice
TASK0952,Optimize image loading,Add unit tests for payment module to improve coverage to 80%.,frontend,6,2025-10-22,2025-10-31,8,Low,bug,Dev
TASK0953,Add search feature,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",research,2,2025-10-22,2025-10-28,5,Low,feature,Dev
TASK0954,Add search feature,Need to implement a search bar with fuzzy matching and filters.,frontend,12,2025-10-07,2025-10-22,-1,High,feature,Chitra
TASK0955,Database migration,Speed up image loading using lazy loading and compression.,frontend,1,2025-10-10,2025-10-21,-2,Medium,bug,Bob
TASK0956,Investigate crash on submit,Add migration scripts to move old schema to new one. Ensure backups.,testing,2,2025-09-30,2025-10-03,-20,Medium,feature,Dev
TASK0957,Investigate crash on submit,Profile page layout looks cramped on mobile devices. Improve spacing.,frontend,8,2025-10-22,2025-11-06,14,Low,bug,Chitra
TASK0958,Create onboarding flow,Add migration scripts to move old schema to new one. Ensure backups.,data,4,2025-10-19,2025-10-28,5,Low,bug,Bob
TASK0959,Add export CSV,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",devops,2,2025-10-22,2025-10-26,3,Medium,chore,Dev
TASK0960,Update user profile UI,Speed up image loading using lazy loading and compression.,frontend,4,2025-10-10,2025-10-30,7,Low,bug,Esha
TASK0961,Update user profile UI,Allow users to export orders in CSV and Excel format.,research,2,2025-09-25,2025-09-28,-25,Medium,feature,Esha
TASK0962,Database migration,Allow users to export orders in CSV and Excel format.,testing,6,2025-10-08,2025-10-17,-6,Medium,bug,Dev
TASK0963,Database migration,Add migration scripts to move old schema to new one. Ensure backups.,devops,6,2025-09-30,2025-10-19,-4,Medium,bug,Esha
TASK0964,Update user profile UI,Allow users to export orders in CSV and Excel format.,backend,6,2025-09-23,2025-09-25,-28,Medium,bug,Dev
TASK0965,Refactor auth module,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",testing,8,2025-09-30,2025-10-13,-10,High,feature,Alice
TASK0966,Create onboarding flow,Add migration scripts to move old schema to new one. Ensure backups.,backend,8,2025-10-09,2025-10-10,-13,High,feature,Dev
TASK0967,Database migration,Profile page layout looks cramped on mobile devices. Improve spacing.,devops,4,2025-09-23,2025-10-01,-22,Medium,feature,Alice
TASK0968,Create onboarding flow,Add unit tests for payment module to improve coverage to 80%.,frontend,12,2025-10-23,2025-11-07,15,Low,chore,Esha
TASK0969,Create onboarding flow,Design and implement onboarding wizard for new users.,ux,2,2025-10-23,2025-11-05,13,Low,bug,Chitra
TASK0970,Create onboarding flow,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,12,2025-10-03,2025-10-06,-17,High,feature,Chitra
TASK0971,Fix login error,Add unit tests for payment module to improve coverage to 80%.,testing,4,2025-10-07,2025-10-27,4,Low,feature,Bob
TASK0972,Add search feature,Allow users to export orders in CSV and Excel format.,devops,12,2025-09-28,2025-09-30,-23,High,feature,Chitra
TASK0973,Fix login error,Need to implement a search bar with fuzzy matching and filters.,testing,4,2025-09-25,2025-10-10,-13,Medium,feature,Chitra
TASK0974,Update user profile UI,Refactor authentication flow to use OAuth2 best practices.,data,1,2025-10-12,2025-10-30,7,Low,feature,Bob
TASK0975,Optimize image loading,Add migration scripts to move old schema to new one. Ensure backups.,research,1,2025-10-19,2025-11-04,12,Low,feature,Esha
TASK0976,Database migration,Add migration scripts to move old schema to new one. Ensure backups.,devops,4,2025-09-26,2025-10-05,-18,Medium,feature,Dev
TASK0977,Fix login error,Need to implement a search bar with fuzzy matching and filters.,devops,4,2025-10-15,2025-10-30,7,Low,feature,Esha
TASK0978,Add search feature,Design and implement onboarding wizard for new users.,data,8,2025-09-27,2025-10-15,-8,High,chore,Dev
TASK0979,Optimize image loading,Need to implement a search bar with fuzzy matching and filters.,frontend,6,2025-10-04,2025-10-07,-16,Medium,bug,Bob
TASK0980,Add search feature,Need to implement a search bar with fuzzy matching and filters.,frontend,4,2025-10-14,2025-10-18,-5,Medium,feature,Dev
TASK0981,Database migration,Refactor authentication flow to use OAuth2 best practices.,data,1,2025-10-19,2025-10-29,6,Low,feature,Esha
TASK0982,Update user profile UI,Design and implement onboarding wizard for new users.,devops,6,2025-09-24,2025-10-09,-14,Medium,feature,Alice
TASK0983,Database migration,Need to implement a search bar with fuzzy matching and filters.,backend,2,2025-10-14,2025-10-31,8,Low,feature,Dev
TASK0984,Optimize image loading,Speed up image loading using lazy loading and compression.,testing,8,2025-10-05,2025-10-22,-1,High,chore,Dev
TASK0985,Write unit tests,Allow users to export orders in CSV and Excel format.,frontend,4,2025-10-09,2025-10-15,-8,Medium,feature,Bob
TASK0986,Optimize image loading,Add unit tests for payment module to improve coverage to 80%.,ux,1,2025-10-08,2025-10-13,-10,Medium,feature,Dev
TASK0987,Update user profile UI,Allow users to export orders in CSV and Excel format.,frontend,12,2025-09-23,2025-10-11,-12,High,bug,Bob
TASK0988,Update user profile UI,Profile page layout looks cramped on mobile devices. Improve spacing.,frontend,1,2025-09-27,2025-09-29,-24,Medium,chore,Esha
TASK0989,Create onboarding flow,Add unit tests for payment module to improve coverage to 80%.,devops,2,2025-10-19,2025-10-26,3,Medium,feature,Alice
TASK0990,Optimize image loading,Speed up image loading using lazy loading and compression.,frontend,4,2025-10-02,2025-10-17,-6,Medium,feature,Bob
TASK0991,Write unit tests,Need to implement a search bar with fuzzy matching and filters.,backend,6,2025-10-06,2025-10-22,-1,Medium,feature,Dev
TASK0992,Optimize image loading,Profile page layout looks cramped on mobile devices. Improve spacing.,backend,12,2025-09-24,2025-10-12,-11,High,chore,Chitra
TASK0993,Write unit tests,Design and implement onboarding wizard for new users.,devops,8,2025-10-03,2025-10-08,-15,High,feature,Dev
TASK0994,Add search feature,Design and implement onboarding wizard for new users.,backend,2,2025-10-13,2025-10-31,8,Low,bug,Alice
TASK0995,Add export CSV,Add migration scripts to move old schema to new one. Ensure backups.,testing,4,2025-10-11,2025-10-14,-9,Medium,bug,Esha
TASK0996,Database migration,Allow users to export orders in CSV and Excel format.,research,2,2025-10-03,2025-10-12,-11,Medium,bug,Alice
TASK0997,Create onboarding flow,Need to implement a search bar with fuzzy matching and filters.,research,6,2025-10-06,2025-10-13,-10,Medium,feature,Esha
TASK0998,Refactor auth module,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",data,4,2025-10-04,2025-10-17,-6,Medium,bug,Dev
TASK0999,Investigate crash on submit,Speed up image loading using lazy loading and compression.,backend,4,2025-10-12,2025-10-24,1,Medium,feature,Dev
TASK1000,Refactor auth module,Need to implement a search bar with fuzzy matching and filters.,frontend,12,2025-09-26,2025-10-11,-12,High,feature,Dev
